id,state,district,village,crop_recommended,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,temperature,humidity,rainfall,latitude,longitude,soil_type,season,year
SHC000126,Tamil Nadu,Coimbatore,Village_126,sugarcane,229.96,89.56,158.86,7.13,0.92,0.37,25.0,2.98,14.16,1.12,7.3,1.62,29.5,79.4,1403.1,8.427,70.2372,Black,Zaid,2022
SHC000127,Karnataka,Bangalore,Village_127,sugarcane,345.74,107.68,101.09,6.43,0.69,1.86,11.73,1.97,10.1,2.03,2.65,1.24,26.8,91.8,1739.1,17.0074,93.0906,Alluvial,Rabi,2022
SHC000128,Karnataka,Mysore,Village_128,lentil,61.21,32.85,27.49,7.22,0.15,0.48,1.89,0.83,4.28,0.33,0.58,0.23,20.0,69.5,348.7,10.8456,90.1688,Black,Rabi,2023
SHC000129,Andhra Pradesh,Hyderabad,Village_129,maize,217.7,56.94,90.84,8.28,0.66,1.82,25.0,2.11,7.13,1.55,5.59,1.25,30.4,79.5,872.4,29.2317,86.3343,Alluvial,Rabi,2023
SHC000130,Andhra Pradesh,Visakhapatnam,Village_130,banana,211.74,56.55,291.89,7.91,1.74,2.34,25.0,2.62,20.41,1.73,11.42,2.83,28.9,95.0,1882.1,12.8398,88.1245,Red,Zaid,2022
SHC000131,Punjab,Ludhiana,Village_131,wheat,141.27,37.18,31.09,5.47,0.18,0.39,10.91,0.71,9.65,0.77,1.02,0.37,20.1,79.3,162.8,22.6044,88.1965,Red,Rabi,2022
SHC000132,Punjab,Amritsar,Village_132,wheat,83.6,57.36,97.69,6.77,0.79,0.78,18.62,1.0,6.8,0.89,2.58,0.82,22.9,75.4,664.0,26.1777,79.8355,Alluvial,Kharif,2024
SHC000133,Punjab,Patiala,Village_133,lentil,88.67,20.79,38.61,6.97,0.1,0.76,7.28,1.06,4.5,0.36,1.93,0.4,19.4,51.6,327.9,22.6275,96.0739,Laterite,Kharif,2022
SHC000134,Haryana,Karnal,Village_134,rice,247.03,35.58,203.85,5.14,0.29,0.62,8.23,1.11,6.15,1.7,3.58,1.19,29.8,72.9,1833.0,8.1435,91.3303,Alluvial,Zaid,2022
SHC000135,Haryana,Ambala,Village_135,chickpea,104.13,47.0,53.38,6.52,0.43,0.52,14.73,0.47,2.28,0.18,1.61,0.3,17.0,69.9,453.0,22.6245,89.9898,Laterite,Rabi,2022
SHC000136,Haryana,Kurukshetra,Village_136,lentil,76.18,16.22,24.92,6.42,0.2,0.97,7.53,0.36,4.05,0.43,1.62,0.42,18.7,73.3,397.7,15.3425,88.0784,Red,Zaid,2023
SHC000137,Uttar Pradesh,Meerut,Village_137,mustard,132.44,30.91,28.82,6.29,0.76,1.02,14.22,1.39,7.48,0.9,2.59,0.5,11.2,62.4,562.2,30.2568,86.2712,Black,Rabi,2023
SHC000138,Uttar Pradesh,Agra,Village_138,sugarcane,237.75,109.53,180.19,7.95,0.51,1.59,25.0,2.3,15.58,1.74,8.08,1.19,27.4,65.9,1755.4,16.5888,95.8736,Red,Zaid,2022
SHC000139,Uttar Pradesh,Muzaffarnagar,Village_139,mustard,127.04,19.5,57.46,7.43,0.6,1.17,25.0,1.31,6.5,0.96,3.14,0.6,16.6,80.6,351.8,14.1796,85.3087,Laterite,Zaid,2023
SHC000140,Maharashtra,Pune,Village_140,maize,241.29,52.31,98.3,6.35,0.1,1.16,25.0,1.5,12.15,1.48,4.47,0.84,25.6,67.1,658.1,9.8846,84.0859,Alluvial,Zaid,2022
SHC000141,Maharashtra,Nagpur,Village_141,wheat,199.61,29.69,63.3,7.01,0.71,0.97,17.07,1.14,6.09,0.97,0.47,0.54,21.0,42.7,677.3,23.7462,85.1924,Laterite,Zaid,2023
SHC000142,Maharashtra,Aurangabad,Village_142,lentil,52.93,16.99,26.94,4.75,0.34,0.81,11.33,0.67,3.2,0.17,2.79,0.26,16.6,45.0,254.6,13.8381,88.0451,Red,Zaid,2022
SHC000143,Gujarat,Ahmedabad,Village_143,sugarcane,289.05,80.31,227.15,8.55,0.69,1.73,25.0,2.05,7.48,1.71,3.8,1.25,31.8,95.0,1394.0,11.5013,75.4374,Alluvial,Kharif,2022
SHC000144,Gujarat,Vadodara,Village_144,rice,161.94,34.31,163.28,6.7,0.39,0.42,18.8,1.88,8.85,1.09,2.41,0.45,25.1,60.7,1434.4,21.1715,70.3859,Red,Zaid,2024
SHC000145,Gujarat,Rajkot,Village_145,maize,145.44,39.25,56.9,5.95,0.67,1.21,16.37,1.74,14.55,1.31,1.18,1.6,28.0,88.5,813.6,11.1593,91.1918,Laterite,Zaid,2024
SHC000146,Rajasthan,Jaipur,Village_146,sugarcane,327.43,70.13,160.01,7.95,1.45,2.39,25.0,2.15,5.93,2.09,3.66,1.29,24.7,75.3,1165.1,13.9052,73.3023,Black,Rabi,2022
SHC000147,Rajasthan,Jodhpur,Village_147,cotton,121.16,36.57,40.43,8.09,1.26,0.93,21.92,1.48,7.99,0.71,3.85,0.83,25.6,49.7,546.5,22.9671,73.7857,Laterite,Rabi,2023
SHC000148,Rajasthan,Udaipur,Village_148,banana,196.18,70.52,374.53,8.06,1.25,2.59,25.0,2.2,25.0,1.7,10.11,2.53,29.5,95.0,2075.4,28.5981,69.3181,Alluvial,Zaid,2024
SHC000149,West Bengal,Kolkata,Village_149,banana,167.46,50.03,304.51,6.19,1.06,1.69,12.57,1.65,16.25,0.94,5.56,1.23,28.4,82.6,2228.7,11.3881,90.4104,Laterite,Rabi,2022
SHC000150,West Bengal,Darjeeling,Village_150,groundnut,62.78,40.01,108.66,8.1,0.32,0.95,20.76,1.19,4.68,0.9,2.95,1.32,38.7,75.2,1041.9,15.9827,85.9689,Alluvial,Zaid,2023
SHC000151,Tamil Nadu,Chennai,Village_151,wheat,169.74,45.38,48.23,6.03,0.38,0.64,10.9,0.62,5.06,0.45,1.9,0.66,19.8,67.3,270.2,20.7159,87.1955,Black,Rabi,2024
SHC000152,Tamil Nadu,Coimbatore,Village_152,banana,240.49,45.77,499.79,8.36,0.77,2.73,21.15,1.75,14.96,1.35,6.43,2.41,30.7,95.0,1988.9,22.3493,76.3504,Red,Rabi,2023
SHC000153,Karnataka,Bangalore,Village_153,rice,257.6,67.33,85.89,5.03,0.51,0.92,25.0,1.31,12.18,0.18,5.22,0.59,21.3,72.5,772.6,32.1838,90.7215,Laterite,Zaid,2023
SHC000154,Karnataka,Mysore,Village_154,groundnut,66.64,37.93,87.55,6.31,0.72,0.86,8.85,0.92,10.27,1.01,3.3,0.48,28.7,75.2,845.9,28.1198,70.2168,Red,Kharif,2023
SHC000155,Andhra Pradesh,Hyderabad,Village_155,mustard,62.02,10.0,44.59,6.89,0.8,0.78,12.94,1.35,2.26,0.6,3.19,0.69,16.0,65.3,151.4,12.3529,87.0359,Black,Kharif,2022
SHC000156,Andhra Pradesh,Visakhapatnam,Village_156,lentil,46.13,10.22,25.93,5.75,0.26,0.52,7.07,0.74,0.13,0.49,1.33,0.28,19.6,31.5,223.2,10.8586,78.292,Alluvial,Rabi,2023
SHC000157,Punjab,Ludhiana,Village_157,cotton,72.36,30.87,38.14,7.54,1.05,0.3,9.84,0.88,3.25,0.38,0.24,0.37,22.6,45.2,645.6,9.1624,90.648,Red,Rabi,2024
SHC000158,Punjab,Amritsar,Village_158,groundnut,51.0,31.03,74.68,6.0,0.72,0.53,15.51,0.51,9.09,0.96,4.3,0.85,31.0,74.3,924.6,26.8108,77.406,Alluvial,Kharif,2024
SHC000159,Punjab,Patiala,Village_159,maize,233.87,52.88,66.1,6.33,0.98,1.53,25.0,1.04,7.85,0.89,1.63,1.38,23.7,60.9,874.4,32.245,70.4397,Black,Rabi,2024
SHC000160,Haryana,Karnal,Village_160,mustard,68.1,20.32,28.57,5.17,0.38,0.45,7.53,0.51,2.87,0.46,1.01,0.34,18.6,60.2,234.0,17.831,84.4202,Black,Rabi,2023
SHC000161,Haryana,Ambala,Village_161,wheat,154.2,32.32,86.94,5.52,0.38,0.68,17.16,1.14,4.58,0.59,2.89,0.42,23.4,54.5,150.0,17.0288,79.4426,Black,Zaid,2022
SHC000162,Haryana,Kurukshetra,Village_162,cotton,98.63,44.9,60.84,8.63,0.85,0.49,7.39,0.84,6.32,0.7,2.58,0.41,33.0,52.8,995.2,31.9243,93.975,Laterite,Kharif,2024
SHC000163,Uttar Pradesh,Meerut,Village_163,rice,214.02,45.43,155.73,5.1,0.64,1.62,21.97,0.1,11.72,0.72,7.4,0.83,16.6,54.4,1661.9,21.5192,86.701,Red,Kharif,2024
SHC000164,Uttar Pradesh,Agra,Village_164,lentil,100.59,32.82,44.95,8.49,0.25,1.08,8.41,0.73,6.14,0.62,3.75,0.52,26.8,51.4,566.2,15.4499,90.2889,Alluvial,Rabi,2023
SHC000165,Uttar Pradesh,Muzaffarnagar,Village_165,wheat,115.75,42.1,91.46,7.0,0.34,0.38,13.95,1.16,5.37,0.79,2.81,0.54,20.3,55.9,888.7,12.7155,76.582,Red,Kharif,2023
SHC000166,Maharashtra,Pune,Village_166,maize,127.74,54.49,82.82,7.77,0.66,1.8,25.0,1.91,11.02,1.7,7.05,1.46,28.0,93.6,1055.8,14.8482,89.9337,Laterite,Zaid,2022
SHC000167,Maharashtra,Nagpur,Village_167,lentil,66.43,20.28,25.95,7.39,0.4,1.19,5.37,0.61,4.35,0.5,1.83,0.21,22.6,68.7,276.7,14.871,68.374,Red,Kharif,2024
SHC000168,Maharashtra,Aurangabad,Village_168,groundnut,92.33,55.32,100.53,8.45,0.26,1.07,7.15,1.12,9.05,0.61,4.21,0.36,32.8,93.2,954.8,23.9921,88.145,Alluvial,Zaid,2024
SHC000169,Gujarat,Ahmedabad,Village_169,lentil,32.33,18.83,24.76,6.1,0.34,0.86,4.14,0.82,5.37,0.31,1.01,0.17,19.7,80.2,201.5,15.5018,90.3738,Laterite,Zaid,2024
SHC000170,Gujarat,Vadodara,Village_170,banana,147.07,55.7,285.63,5.45,0.75,2.59,12.13,1.32,17.13,1.32,9.23,1.15,28.3,85.2,2009.1,27.7745,94.7991,Alluvial,Kharif,2022
SHC000171,Gujarat,Rajkot,Village_171,lentil,55.53,29.77,32.16,7.6,0.4,0.77,6.44,0.61,4.64,0.41,1.52,0.28,20.2,34.5,386.7,34.9392,81.1004,Black,Kharif,2022
SHC000172,Rajasthan,Jaipur,Village_172,rice,191.01,21.09,125.78,6.63,1.19,1.04,25.0,1.64,9.99,1.17,3.01,1.4,39.0,73.2,1132.8,11.4242,79.3605,Black,Kharif,2024
SHC000173,Rajasthan,Jodhpur,Village_173,lentil,68.18,17.55,26.44,6.29,0.6,0.87,4.73,0.77,5.59,0.43,3.1,0.15,14.0,63.1,372.1,13.4208,77.1353,Black,Rabi,2023
SHC000174,Rajasthan,Udaipur,Village_174,maize,10.42,30.48,69.67,5.97,0.1,0.92,25.0,1.36,6.53,0.5,5.73,0.91,14.1,66.3,279.9,8.651,71.3773,Black,Zaid,2024
SHC000175,West Bengal,Kolkata,Village_175,banana,185.33,28.26,326.07,7.23,1.04,1.52,25.0,1.91,21.21,1.53,3.44,2.37,26.1,87.9,1396.8,24.8926,84.5766,Alluvial,Rabi,2022
SHC000176,West Bengal,Darjeeling,Village_176,chickpea,90.11,12.64,41.32,6.84,0.35,0.46,9.37,0.64,3.18,0.39,1.89,0.44,12.0,26.2,366.1,30.657,72.2145,Laterite,Zaid,2022
SHC000177,Tamil Nadu,Chennai,Village_177,rice,210.01,40.12,124.1,5.36,0.68,1.16,20.46,1.66,2.12,0.77,2.27,1.48,28.6,74.2,1435.5,12.484,69.7141,Black,Zaid,2022
SHC000178,Tamil Nadu,Coimbatore,Village_178,banana,215.81,54.67,71.55,5.89,0.98,1.29,0.1,1.26,11.68,0.64,4.85,1.97,22.1,63.4,960.7,14.3969,70.812,Black,Rabi,2024
SHC000179,Karnataka,Bangalore,Village_179,wheat,130.21,27.47,63.53,7.67,0.69,1.05,12.69,1.27,6.22,0.81,2.92,0.95,25.5,71.2,565.9,13.2589,91.5036,Laterite,Zaid,2022
SHC000180,Karnataka,Mysore,Village_180,groundnut,72.59,34.04,104.49,8.22,0.1,1.35,6.64,1.05,14.49,1.03,3.04,0.9,39.8,69.3,802.3,24.0321,84.6922,Alluvial,Kharif,2022
SHC000181,Andhra Pradesh,Hyderabad,Village_181,wheat,123.9,42.16,58.1,6.78,0.19,1.05,12.27,1.46,6.12,0.38,2.83,0.39,22.4,56.1,632.6,12.9343,77.2523,Alluvial,Rabi,2024
SHC000182,Andhra Pradesh,Visakhapatnam,Village_182,wheat,128.92,35.64,62.8,6.27,0.39,0.97,25.0,1.17,0.98,0.79,3.05,0.79,20.7,78.8,678.3,19.6012,89.7459,Red,Kharif,2022
SHC000183,Punjab,Ludhiana,Village_183,maize,164.7,39.49,35.19,4.5,0.96,1.46,24.48,0.88,10.24,1.24,3.62,0.81,24.9,32.3,669.8,16.3377,76.5125,Alluvial,Zaid,2024
SHC000184,Punjab,Amritsar,Village_184,cotton,82.27,60.97,53.44,7.55,1.04,0.52,10.74,0.38,7.16,0.24,1.44,0.9,26.4,56.8,827.5,29.7014,70.428,Alluvial,Rabi,2023
SHC000185,Punjab,Patiala,Village_185,mustard,75.35,27.73,64.34,7.13,0.16,0.99,5.11,1.01,9.8,0.46,2.17,0.75,11.8,58.7,521.6,32.5498,78.7367,Alluvial,Zaid,2024
SHC000186,Haryana,Karnal,Village_186,groundnut,38.49,26.76,73.16,4.5,0.28,0.5,14.19,0.64,3.06,0.88,3.52,0.87,21.1,59.3,722.6,11.9608,88.0194,Red,Rabi,2022
SHC000187,Haryana,Ambala,Village_187,maize,98.41,58.77,39.97,4.67,0.48,0.92,22.0,0.97,6.82,1.17,4.95,0.98,20.1,54.0,554.6,24.8745,86.5122,Alluvial,Zaid,2024
SHC000188,Haryana,Kurukshetra,Village_188,banana,167.2,58.09,378.27,5.77,1.21,0.93,25.0,2.53,14.43,1.24,10.0,2.43,25.4,81.1,1672.9,24.5242,76.8827,Black,Zaid,2024
SHC000189,Uttar Pradesh,Meerut,Village_189,banana,130.73,61.9,379.72,6.06,0.39,1.65,25.0,1.67,14.7,1.39,3.9,0.87,20.6,89.7,1804.6,21.7095,72.0128,Laterite,Zaid,2023
SHC000190,Uttar Pradesh,Agra,Village_190,sugarcane,312.87,76.78,229.59,5.79,0.45,1.67,25.0,1.79,9.27,1.99,7.59,1.54,26.6,88.9,722.0,20.925,93.0002,Black,Kharif,2024
SHC000191,Uttar Pradesh,Muzaffarnagar,Village_191,banana,204.27,67.82,385.73,7.9,0.54,2.07,12.58,2.25,25.0,0.97,7.84,1.96,33.7,95.0,1952.3,26.2408,82.7579,Red,Rabi,2024
SHC000192,Maharashtra,Pune,Village_192,lentil,26.47,12.71,28.41,5.15,0.39,0.3,7.84,0.64,3.57,0.47,1.37,0.27,10.9,43.0,348.5,33.7591,71.5345,Black,Zaid,2023
SHC000193,Maharashtra,Nagpur,Village_193,banana,245.78,43.25,336.5,7.03,0.57,1.16,25.0,3.01,15.72,1.95,12.98,1.2,29.2,95.0,2132.3,27.9228,72.0311,Red,Kharif,2023
SHC000194,Maharashtra,Aurangabad,Village_194,rice,135.46,37.53,158.48,5.21,0.2,0.58,7.2,0.59,8.48,0.64,4.77,0.81,15.2,81.5,1443.2,25.4294,72.5174,Alluvial,Rabi,2023
SHC000195,Gujarat,Ahmedabad,Village_195,mustard,83.02,23.41,59.56,6.82,0.59,0.74,21.47,1.0,10.76,0.74,0.67,0.12,20.5,78.0,355.9,22.34,89.6258,Black,Zaid,2023
SHC000196,Gujarat,Vadodara,Village_196,banana,345.05,88.35,414.57,7.91,1.04,2.43,25.0,1.37,19.58,1.74,9.38,2.19,35.0,95.0,2367.5,22.2042,90.02,Laterite,Kharif,2023
SHC000197,Gujarat,Rajkot,Village_197,sugarcane,269.98,28.1,109.24,6.81,0.51,1.44,25.0,2.12,8.64,2.04,3.14,1.29,23.4,82.0,1372.5,14.6299,91.5575,Laterite,Kharif,2022
SHC000198,Rajasthan,Jaipur,Village_198,wheat,200.47,48.63,67.86,8.76,0.5,1.27,25.0,1.06,6.34,0.89,4.2,0.99,21.4,77.7,692.8,27.924,85.3254,Red,Kharif,2022
SHC000199,Rajasthan,Jodhpur,Village_199,wheat,162.32,26.67,67.14,7.27,0.46,0.78,12.12,0.13,7.4,0.72,4.51,0.68,17.8,76.0,830.2,17.8079,91.0241,Alluvial,Rabi,2024
SHC000200,Rajasthan,Udaipur,Village_200,maize,171.24,54.46,64.38,6.42,0.41,0.89,25.0,1.34,17.05,0.86,5.99,1.07,21.3,59.4,647.7,18.273,71.0776,Laterite,Kharif,2023
SHC000201,West Bengal,Kolkata,Village_201,banana,247.48,49.11,448.44,6.63,0.6,0.99,22.9,1.63,19.8,1.48,4.46,1.59,27.3,92.6,2066.3,34.3361,84.6333,Black,Kharif,2023
SHC000202,West Bengal,Darjeeling,Village_202,rice,278.04,42.76,149.1,7.5,0.97,1.02,4.88,1.23,12.34,1.42,5.44,0.88,23.6,95.0,1189.7,22.4544,86.4244,Alluvial,Rabi,2022
SHC000203,Tamil Nadu,Chennai,Village_203,cotton,102.69,57.54,47.01,7.69,0.46,0.42,8.21,0.98,5.14,0.42,3.08,0.61,23.9,54.7,809.4,27.218,94.0523,Black,Kharif,2024
SHC000204,Tamil Nadu,Coimbatore,Village_204,banana,157.08,30.88,330.36,7.17,1.15,1.68,25.0,0.77,16.78,0.74,8.27,1.24,27.0,84.4,1552.2,25.7743,80.6938,Alluvial,Rabi,2022
SHC000205,Karnataka,Bangalore,Village_205,rice,147.72,44.92,160.36,4.5,0.45,0.84,22.8,0.74,4.61,0.87,4.97,0.28,14.9,54.8,857.2,20.8354,90.707,Laterite,Kharif,2023
SHC000206,Karnataka,Mysore,Village_206,wheat,87.03,25.15,73.97,6.75,0.28,0.7,18.48,0.84,5.82,1.45,1.58,0.23,23.1,49.8,536.4,17.9036,70.8853,Laterite,Kharif,2024
SHC000207,Andhra Pradesh,Hyderabad,Village_207,groundnut,32.6,36.41,103.99,6.05,0.17,1.3,14.11,0.87,5.15,0.94,4.27,0.42,24.8,64.4,656.8,28.2978,94.2808,Laterite,Rabi,2022
SHC000208,Andhra Pradesh,Visakhapatnam,Village_208,groundnut,60.55,30.85,98.88,5.63,0.48,0.59,19.0,0.81,10.81,1.26,3.3,1.41,27.1,57.1,683.1,24.8879,72.4909,Black,Kharif,2024
SHC000209,Punjab,Ludhiana,Village_209,lentil,83.81,24.76,38.29,7.36,0.3,1.05,9.19,0.94,3.92,0.63,0.35,0.37,28.0,90.0,401.5,21.1792,91.5788,Red,Rabi,2023
SHC000210,Punjab,Amritsar,Village_210,wheat,100.21,45.18,85.41,7.19,0.56,0.77,11.88,0.71,3.82,1.16,2.51,0.81,19.3,49.9,381.1,28.4172,79.4189,Alluvial,Zaid,2022
SHC000211,Punjab,Patiala,Village_211,wheat,113.53,20.76,54.17,7.0,0.76,0.96,18.18,0.51,6.24,0.78,3.29,0.53,26.6,60.8,630.0,31.1346,81.5395,Black,Kharif,2024
SHC000212,Haryana,Karnal,Village_212,lentil,40.56,19.1,38.22,7.61,0.28,0.96,9.23,0.86,4.57,0.32,1.64,0.21,15.1,74.9,350.8,25.5725,85.8369,Black,Rabi,2024
SHC000213,Haryana,Ambala,Village_213,sugarcane,220.95,55.68,166.23,7.25,0.8,1.62,25.0,1.83,13.11,1.3,4.31,0.97,26.6,82.9,2439.6,19.5655,68.7861,Laterite,Rabi,2022
SHC000214,Haryana,Kurukshetra,Village_214,rice,164.2,60.88,163.05,6.72,0.51,0.98,25.0,1.69,8.35,0.92,1.44,0.9,24.4,80.5,1457.3,23.8659,91.7972,Red,Kharif,2024
SHC000215,Uttar Pradesh,Meerut,Village_215,lentil,97.35,18.57,20.39,6.48,0.47,0.68,9.77,0.74,5.07,0.67,2.47,0.31,25.8,64.2,286.6,31.4138,95.7195,Red,Kharif,2024
SHC000216,Uttar Pradesh,Agra,Village_216,maize,171.5,85.67,51.39,5.32,0.1,1.01,25.0,1.71,6.17,0.84,2.3,0.54,12.4,51.0,746.5,29.4384,84.7182,Red,Kharif,2022
SHC000217,Uttar Pradesh,Muzaffarnagar,Village_217,wheat,123.32,30.88,60.51,6.52,0.64,0.81,16.13,0.86,7.71,0.91,2.69,0.28,20.9,68.6,404.2,15.0871,84.8552,Alluvial,Rabi,2024
SHC000218,Maharashtra,Pune,Village_218,chickpea,74.09,40.67,41.44,6.91,0.48,0.59,7.71,0.71,3.35,0.58,1.52,0.41,28.4,51.2,551.7,25.3077,90.8036,Red,Rabi,2022
SHC000219,Maharashtra,Nagpur,Village_219,lentil,73.93,16.34,36.45,6.47,0.18,0.94,7.58,1.0,3.34,0.35,1.55,0.19,22.4,86.2,319.4,14.4463,74.1927,Alluvial,Rabi,2022
SHC000220,Maharashtra,Aurangabad,Village_220,wheat,119.59,37.94,68.66,6.12,0.22,1.11,15.16,1.03,6.21,1.22,1.95,0.52,19.3,34.2,416.8,26.7212,90.2211,Red,Zaid,2024
SHC000221,Gujarat,Ahmedabad,Village_221,groundnut,74.41,32.77,47.94,8.64,0.22,0.61,22.38,0.76,7.19,1.36,7.46,1.08,32.3,83.6,688.7,33.1005,71.6138,Laterite,Kharif,2023
SHC000222,Gujarat,Vadodara,Village_222,wheat,126.48,39.04,84.32,6.94,0.34,0.92,18.4,1.09,4.35,0.88,4.2,0.48,28.4,52.1,606.5,25.252,70.362,Black,Zaid,2024
SHC000223,Gujarat,Rajkot,Village_223,wheat,131.57,33.02,62.91,8.38,0.81,0.86,17.08,0.93,3.9,0.75,3.77,0.86,24.0,37.4,542.2,32.2841,71.8725,Alluvial,Zaid,2023
SHC000224,Rajasthan,Jaipur,Village_224,banana,126.56,91.49,321.46,6.36,0.33,2.53,23.55,2.63,20.53,1.11,3.82,1.64,24.8,85.2,2114.7,22.5582,75.3977,Alluvial,Kharif,2024
SHC000225,Rajasthan,Jodhpur,Village_225,sugarcane,264.9,50.87,121.35,6.52,0.6,0.95,25.0,1.57,4.04,1.62,3.31,0.98,22.2,65.8,323.6,26.4278,87.2047,Black,Zaid,2023
SHC000226,Rajasthan,Udaipur,Village_226,maize,130.6,43.17,53.63,5.7,0.56,0.92,25.0,0.88,7.77,1.26,4.79,0.66,13.9,55.7,283.2,13.1973,70.9545,Red,Rabi,2024
SHC000227,West Bengal,Kolkata,Village_227,rice,323.21,44.9,168.41,7.8,1.02,1.23,25.0,1.66,7.28,1.11,4.86,0.76,20.2,72.3,903.6,13.477,96.9512,Alluvial,Kharif,2022
SHC000228,West Bengal,Darjeeling,Village_228,chickpea,81.29,34.51,58.49,7.71,0.53,0.58,6.53,1.06,4.63,0.52,2.31,0.45,27.1,62.9,454.4,26.9885,92.1993,Laterite,Rabi,2022
SHC000229,Tamil Nadu,Chennai,Village_229,sugarcane,271.45,88.61,242.8,8.75,1.18,1.29,25.0,2.08,17.06,1.49,8.1,1.33,28.0,95.0,1789.9,32.6141,94.9124,Alluvial,Rabi,2024
SHC000230,Tamil Nadu,Coimbatore,Village_230,wheat,178.28,43.69,30.89,6.99,0.36,0.9,13.53,1.09,4.51,0.79,3.49,0.63,21.5,46.1,481.9,16.2008,70.6975,Alluvial,Zaid,2022
SHC000231,Karnataka,Bangalore,Village_231,cotton,85.49,31.1,70.29,7.22,1.08,0.84,11.39,0.73,2.46,0.47,2.24,0.25,22.6,55.3,330.1,12.9524,68.1984,Black,Zaid,2022
SHC000232,Karnataka,Mysore,Village_232,banana,156.04,61.14,248.99,6.63,0.61,1.69,25.0,1.28,24.73,0.57,6.21,1.69,27.2,84.5,1782.8,15.2359,94.454,Alluvial,Rabi,2023
SHC000233,Andhra Pradesh,Hyderabad,Village_233,maize,205.89,75.67,59.15,5.58,0.55,1.26,25.0,1.27,9.54,0.98,3.33,1.23,25.4,63.2,573.9,27.8275,83.1303,Black,Kharif,2024
SHC000234,Andhra Pradesh,Visakhapatnam,Village_234,wheat,134.59,32.99,53.75,7.08,0.1,0.91,16.38,1.38,7.75,0.59,3.76,0.57,12.3,62.4,475.1,34.5608,78.4634,Black,Kharif,2023
SHC000235,Punjab,Ludhiana,Village_235,rice,207.14,40.15,203.82,5.91,0.91,0.91,25.0,1.31,13.19,0.41,2.25,1.35,21.3,68.3,937.3,21.6632,72.7128,Alluvial,Zaid,2022
SHC000236,Punjab,Amritsar,Village_236,lentil,87.23,20.92,40.19,7.31,0.1,0.93,5.72,0.54,4.66,0.35,2.48,0.3,20.5,54.1,264.8,19.8849,70.0099,Alluvial,Rabi,2022
SHC000237,Punjab,Patiala,Village_237,wheat,150.07,61.48,55.06,8.12,0.19,1.22,17.96,1.25,12.74,0.78,5.35,0.64,23.1,95.0,687.8,14.6371,94.5304,Black,Rabi,2023
SHC000238,Haryana,Karnal,Village_238,sugarcane,217.54,105.62,223.43,7.82,0.9,1.77,25.0,2.12,10.75,1.78,5.91,1.31,33.4,92.9,2185.3,25.0402,88.7321,Black,Zaid,2022
SHC000239,Haryana,Ambala,Village_239,wheat,164.68,25.37,83.86,7.46,0.57,0.85,13.84,0.83,8.94,0.59,1.96,0.73,16.8,45.7,311.3,8.5306,93.5024,Laterite,Zaid,2023
SHC000240,Haryana,Kurukshetra,Village_240,wheat,153.51,39.27,105.28,8.35,0.3,1.01,22.05,1.18,7.35,0.79,3.62,0.77,21.7,55.8,977.6,13.8215,91.5976,Black,Rabi,2023
SHC000241,Uttar Pradesh,Meerut,Village_241,banana,61.15,56.26,258.36,5.17,0.63,3.0,25.0,0.92,3.6,1.46,8.97,1.49,19.2,69.8,1223.0,16.733,91.7578,Alluvial,Zaid,2022
SHC000242,Uttar Pradesh,Agra,Village_242,groundnut,69.94,27.09,80.68,4.91,0.54,1.16,20.97,1.2,9.24,1.48,3.57,0.84,24.7,63.1,814.7,19.2856,92.7453,Red,Kharif,2023
SHC000243,Uttar Pradesh,Muzaffarnagar,Village_243,banana,194.98,37.93,334.96,6.57,0.79,2.1,22.81,1.56,20.54,1.0,6.59,2.12,24.9,84.5,1676.4,11.1585,81.1448,Alluvial,Rabi,2024
SHC000244,Maharashtra,Pune,Village_244,cotton,63.42,54.34,65.06,9.0,1.52,0.94,13.09,0.1,4.36,0.96,2.97,0.53,34.7,65.0,421.5,23.4649,74.9118,Red,Kharif,2023
SHC000245,Maharashtra,Nagpur,Village_245,maize,108.62,40.19,23.62,5.01,0.46,0.92,25.0,1.93,5.75,0.35,3.85,0.91,16.6,42.3,757.4,13.5617,88.5696,Alluvial,Rabi,2024
SHC000246,Maharashtra,Aurangabad,Village_246,sugarcane,234.55,77.31,177.89,7.08,1.12,2.03,25.0,1.52,14.24,1.39,8.53,0.96,25.4,81.2,803.8,14.328,71.5834,Laterite,Kharif,2024
SHC000247,Gujarat,Ahmedabad,Village_247,banana,204.23,61.97,373.88,5.87,0.96,1.21,25.0,2.11,5.44,1.34,6.59,1.12,28.7,81.7,1558.1,8.4868,70.9676,Laterite,Rabi,2023
SHC000248,Gujarat,Vadodara,Village_248,rice,243.78,17.18,274.12,7.46,0.46,1.36,16.18,1.71,7.22,2.01,4.89,1.15,26.1,95.0,1436.2,8.428,89.1678,Alluvial,Rabi,2022
SHC000249,Gujarat,Rajkot,Village_249,wheat,99.91,45.12,34.76,6.61,0.19,0.72,15.92,1.3,8.44,0.52,2.53,1.41,19.0,46.8,456.8,14.9344,70.683,Laterite,Rabi,2023
SHC000250,Rajasthan,Jaipur,Village_250,banana,147.79,25.67,269.55,5.27,0.71,0.58,21.25,0.45,11.12,1.3,9.54,1.37,22.2,66.5,1287.2,22.0453,84.4065,Black,Kharif,2022
